Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,StateID
801-06710,FLASHING ARROW SIGN,56.0,DAY,96.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,5376.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-06645,"CONSTRUCTION SIGN, B",25.0,EACH,106.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,2650.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-06625,DETOUR ROUTE MARKER ASSEMBLY,38.0,EACH,224.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,8512.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-06640,"CONSTRUCTION SIGN, A",140.0,EACH,318.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,44520.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-12390,"TEMPORARY PAVEMENT MARKING, REMOVABLE, 7 IN",1931.0,L.F.,4.26,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,8226.06,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-12081,PORTABLE SIGNAL,1.0,L.S.,180000.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,180000.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-08508,"TEMPORARY TRAFFIC BARRIER, TYPE 2, ANCHORED",612.0,L.F.,55.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,33660.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
802-04089,"SIGN, SHEET, REMOVE",2.0,EACH,95.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,190.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
802-04893,REFERENCE POST,4.0,EACH,200.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,800.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-12930,"TEMPORARY WORKSITE SPEED LIMIT SIGN ASSEMBLY, INTERMITTENT",16.0,EACH,3955.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,63280.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-12482,DRIVEWAY ASSISTANCE DEVICE,2.0,EACH,40000.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,80000.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-12392,TEMPORARY PAVEMENT MARKING  REMOVABLE  28 IN.,52.0,L.F.,14.91,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,775.32,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-07118,"BARRICADE, III-A",108.0,L.F.,20.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,2160.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-08401,"TEMPORARY TRAFFIC BARRIER, TYPE 2",1526.0,L.F.,50.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,76300.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-07119,"BARRICADE, III-B",60.0,L.F.,25.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,1500.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-06775,MAINTAINING TRAFFIC,1.0,EACH,250000.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,250000.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
801-07023,"ENERGY ABSORBING TERMINAL, CZ, TL-2",6.0,EACH,6200.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,37200.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
802-09838,"SIGN, SHEET, WITH LEGEND 0.080""",6.0,S.F.,27.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,162.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
802-05704,"SIGN POST, SQUARE, TYPE 1, UNREINFORCED ANCHOR BASE",20.0,L.F.,29.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,580.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
802-91122,"SIGN, GROUND MOUNTED, RESET",3.0,EACH,425.0,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,1275.0,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
808-75996,"SNOWPLOWABLE RAISED PAVEMENT MARKER, REMOVE",40.0,EACH,18.77,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,750.8,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
808-75047,"LINE, PAINT, SOLID, YELLOW, 6 IN",1649.0,L.F.,0.59,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,972.91,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
808-75007,"LINE, PAINT, SOLID, WHITE, 6 IN",5252.0,L.F.,1.62,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,8508.24,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
808-06716,"LINE, REMOVE",2799.0,L.F.,1.41,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,3946.59,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
808-12764,"LINE, PAINT, BROKEN, YELLOW, 6 IN.",881.0,L.F.,0.95,02/15/2024,"RAGLE, INC.",B -42186-A,3260500.0,BRIDGE DECK OVERLAY,WARRICK,6,2,836.95,"RAGLE, INC.",,4040999.88,0.0,2000738  2000739  20,IN
202-02240,PAVEMENT REMOVAL,1382.0,S.Y.,55.71,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,76991.22,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
110-01001,MOBILIZATION AND DEMOBILIZATION,1.0,EACH,194000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,194000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
201-52370,CLEARING RIGHT OF WAY,1.0,EACH,38750.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,38750.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-09489,"PAYMENT ADJUSTMENT, PG ASPHALT BINDER",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-11362,"QUALITY ADJUSTMENTS, FAILURE TO MAINTAIN TEMPORARY EROSION AND SEDIMENT CONTROL MEASURES",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-08444,"QUALITY ADJUSTMENTS, FAILED MATERIALS",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-08443,"QUALITY ADJUSTMENTS, TEMPORARY TRAFFIC CONTROL DEVICES",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-08440,"QUALITY ADJUSTMENTS, HMA",1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
105-06845,CONSTRUCTION ENGINEERING,1.0,EACH,20680.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,20680.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-08359,LIQUIDATED DAMAGES,1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
109-08360,CONTRACT LIENS,1.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
213-09269,"FLOWABLE BACKFILL, NON-REMOVABLE",2.0,C.Y.,2281.14,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,4562.28,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
207-09935,"SUBGRADE TREATMENT, TYPE IC",2262.0,SYS,80.71,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,182566.02,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
205-12616,STORMWATER MANAGEMENT IMPLEMENTATION,1.0,EACH,20000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,20000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
206-51235,COFFERDAM,1.0,EACH,30000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,30000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
205-12108,STORM WATER MANAGEMENT BUDGET,25503.0,$,1.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,25503.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
203-02070,BORROW,737.0,C.Y.,20.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,14740.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
203-02000,"EXCAVATION, COMMON",638.0,C.Y.,75.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,47850.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
202-96133,"PIPE, REMOVE",4.0,L.F.,100.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,400.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
202-51368,"SLOPEWALL, REMOVE",6.0,S.Y.,450.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,2700.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
202-91385,"INLET, REMOVE",4.0,EACH,900.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,3600.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
202-02278,"CURB, CONCRETE, REMOVE",1262.0,L.F.,19.94,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,25164.28,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
202-51328,"PRESENT STRUCTURE, REMOVE PORTIONS",1.0,EACH,200000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,200000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
202-02273,"CENTER CURB, CONCRETE, REMOVE",203.0,S.Y.,101.22,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,20547.66,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
402-10086,"HMA FOR TEMPORARY PAVEMENT, C",543.0,TON,203.14,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,110305.02,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
402-07452,"HMA WEDGE AND LEVEL, TYPE C",157.0,TON,280.61,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,44055.77,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
406-05521,ASPHALT FOR TACK COAT,2930.0,S.Y.,0.19,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,556.7,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
401-11785,LIQUID ASPHALT SEALANT,1620.0,L.F.,2.2,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,3564.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
401-10259,"JOINT ADHESIVE, INTERMEDIATE",360.0,L.F.,3.63,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1306.8,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
401-10258,"JOINT ADHESIVE, SURFACE",1620.0,L.F.,3.29,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,5329.8,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
401-07408,"QC/QA-HMA, 3, 64, BASE, 25.0 mm",324.0,TON,299.44,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,97018.56,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
401-07398,"QC/QA-HMA, 3, 70, INTERMEDIATE, 19.0 mm",75.0,TON,623.52,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,46764.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
306-08043,"MILLING, TRANSITION",1862.0,S.Y.,7.17,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,13350.54,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
401-07328,"QC/QA-HMA, 3, 70, SURFACE, 9.5 mm",202.0,TON,330.7,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,66801.4,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
303-01180,"COMPACTED AGGREGATE, NO. 53",196.0,TON,78.25,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,15337.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
302-06464,SUBBASE FOR PCCP,208.0,C.Y.,250.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,52000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
214-12239,GEOTEXTILE FOR PAVEMENT TYPE 2B,2262.0,SYS,5.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,11310.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
616-05688,"RIPRAP, CLASS 1",294.0,TON,289.21,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,85027.74,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
605-06255,"CENTER CURB, D, CONCRETE",203.0,S.Y.,341.67,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,69359.01,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
609-06259,REINFORCED CONCRETE BRIDGE APPROACH 12 IN,812.0,S.Y.,225.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,182700.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
601-12281,"GUARDRAIL MGS W-BEAM, 6 FT 3 IN SPACING",50.0,L.F.,21.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1050.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
601-12292,GUARDRAIL MGS TRANSITION WITHOUT CURB,2.0,EACH,3500.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,7000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
503-12477,"TERMINAL JOINT, TYPE HMA",180.0,L.F.,552.78,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,99500.4,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
601-02241,"GUARDRAIL, REMOVE",186.0,L.F.,5.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,930.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
605-06100,"CURB, INTEGRAL, C, CONCRETE",998.0,L.F.,79.82,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,79660.36,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
605-06121,"CURB, CONCRETE, B",264.0,L.F.,108.27,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,28583.28,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
601-94689,"GUARDRAIL END TREATMENT, OS",2.0,EACH,2975.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,5950.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
602-06729,BARRIER DELINEATOR,6.0,EACH,36.46,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,218.76,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
628-11976,COMPUTER SYSTEM EQUIPMENT,1.0,EACH,1723.86,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1723.86,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
702-12076,"GRATES, BASINS, AND FITTINGS, CAST IRON",6.0,EACH,3538.68,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,21232.08,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
702-51863,FIELD DRILLED HOLE IN CONCRETE,499.0,EACH,24.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,11976.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
703-06029,"REINFORCING BARS, EPOXY COATED",207517.0,LBS,1.78,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,369380.26,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
704-51002,"CONCRETE, C, SUPERSTRUCTURE",837.6,C.Y.,1169.84,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,979857.984,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
703-97936,"THREADED TIE BAR ASSEMBLY, EPOXY COATED",929.0,EACH,45.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,41805.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
706-06353,"CONCRETE BRIDGE RAILING TRANSITION, TPS-1",4.0,EACH,6000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,24000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
706-11418,"RAILING, STEEL, PS-1",236.0,L.F.,87.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,20532.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
709-51821,SURFACE SEAL,1.0,EACH,7500.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,7500.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
706-11604,"RAILING, CONCRETE, PS-1",19.6,C.Y.,2991.97,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,58642.612,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
621-06560,"MULCHED SEEDING, U",1139.0,S.Y.,6.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,6834.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
628-09403,"FIELD OFFICE, C",12.0,MONTH,3500.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,42000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
622-05648,"PLANT, DECIDUOUS TREE, SINGLE STEM, 1.25 IN OR UNDER",5.0,EACH,125.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,625.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
622-05651,"PLANT, DECIDUOUS TREE, SINGLE STEM, OVER 2.5 TO 3.5 IN",6.0,EACH,700.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,4200.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
621-01004,MOBILIZATION AND DEMOBILIZATION FOR SEEDING,4.0,EACH,200.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,800.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
616-12249,GEOTEXTILE FOR RIPRAP TYPE 2B,196.0,SYS,7.26,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,1422.96,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
616-51366,"SLOPEWALL, CONCRETE, 5 IN",6.0,S.Y.,1652.68,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,9916.08,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
713-04331,TEMPORARY CAUSEWAY,1.0,L.S.,45000.0,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,45000.0,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
715-05595,"PIPE EXTENSION, CIRCULAR 15 IN",4.0,L.F.,1340.89,02/15/2024,"MILESTONE CONTRACTORS, L.P.",B -42348-A,3881000.006,BRIDGE REHABILITATION OR REPAIR,MARION,3,1,5363.56,SUPERIOR CONSTRUCTION COMPANY,,4444010.88,0.0,1901952,IN
